batch,job,name,seed,best_discrete,final_discrete,soft_full,hash_match
1,1,overnight_b001_j1,4101,7.218728542327881,78.90702819824219,0.4713302552700043,False
1,2,overnight_b001_j2,4102,24.63593101501465,40.86685562133789,0.44432729482650757,False
1,3,overnight_b001_j3,4103,9.645013809204102,78.75569152832031,0.4136700928211212,False
1,4,overnight_b001_j4,4104,24.470670700073242,58.64553451538086,0.32424646615982056,False
2,1,overnight_b002_j1,4201,3.3405444622039795,22.018949508666992,0.34146648645401,False
2,2,overnight_b002_j2,4202,1.141912817955017,17.44080352783203,0.436451256275177,False
2,3,overnight_b002_j3,4203,2.1593170166015625,2.1593170166015625,0.34677231311798096,False
2,4,overnight_b002_j4,4204,8.969029426574707,24.97358512878418,0.32946348190307617,False
3,1,overnight_b003_j1,4301,14.75841999053955,16.489402770996094,0.4464133679866791,False
3,2,overnight_b003_j2,4302,26.803043365478516,77.56129455566406,0.4170159101486206,False
3,3,overnight_b003_j3,4303,0.731137216091156,0.731137216091156,0.34616023302078247,False
3,4,overnight_b003_j4,4304,28.846654891967773,41.13496780395508,0.3233667016029358,False
4,1,overnight_b004_j1,4401,7.3091840744018555,18.217063903808594,0.3486926555633545,False
4,2,overnight_b004_j2,4402,2.0226786136627197,4.911746978759766,0.3608371913433075,False
4,3,overnight_b004_j3,4403,8.494539260864258,16.34299659729004,0.3342365622520447,False
4,4,overnight_b004_j4,4404,9.703486442565918,233.2449493408203,0.3549840450286865,False
5,1,overnight_b005_j1,4501,4.521798133850098,12.621336936950684,0.40042367577552795,False
5,2,overnight_b005_j2,4502,27.470792770385742,272.7846984863281,0.5503087639808655,False
5,3,overnight_b005_j3,4503,32.18726348876953,203.7003173828125,0.3878156244754791,False
5,4,overnight_b005_j4,4504,78.51052856445312,185.4009246826172,0.2873590290546417,False
6,1,overnight_b006_j1,4601,7.965582847595215,31.120786666870117,0.4702575206756592,False
6,2,overnight_b006_j2,4602,0.8568016290664673,0.8568016290664673,0.40681925415992737,False
6,3,overnight_b006_j3,4603,3.4353623390197754,27.08744239807129,0.3477436304092407,False
6,4,overnight_b006_j4,4604,38.90180206298828,38.90180206298828,0.36518359184265137,False
7,1,overnight_b007_j1,4701,15.520038604736328,33.55448913574219,0.396959513425827,False
7,2,overnight_b007_j2,4702,3.3912763595581055,10.887445449829102,0.43685418367385864,False
7,3,overnight_b007_j3,4703,4.166147232055664,27.93734359741211,0.4206952154636383,False
7,4,overnight_b007_j4,4704,5.885576248168945,91.32592010498047,0.32473909854888916,False
8,1,overnight_b008_j1,4801,2.41815185546875,34.46228790283203,0.4026516377925873,False
8,2,overnight_b008_j2,4802,1.6756256818771362,51.51666259765625,0.42150261998176575,False
8,3,overnight_b008_j3,4803,65.02118682861328,110.04249572753906,0.6660685539245605,False
8,4,overnight_b008_j4,4804,3.276031255722046,3.9356937408447266,0.36093488335609436,False
9,1,overnight_b009_j1,4901,15.800393104553223,169.88302612304688,0.5744035243988037,False
9,2,overnight_b009_j2,4902,5.241089820861816,18.095806121826172,0.6156669855117798,False
9,3,overnight_b009_j3,4903,0.9034759402275085,11.55798053741455,0.37961509823799133,False
9,4,overnight_b009_j4,4904,74.47022247314453,80.57303619384766,0.35726478695869446,False
10,1,overnight_b010_j1,5001,0.8851339817047119,3.6012113094329834,0.3757373094558716,False
10,2,overnight_b010_j2,5002,1.0417698621749878,39.854461669921875,0.6182255148887634,False
10,3,overnight_b010_j3,5003,13.448451042175293,65.10225677490234,0.3635130226612091,False
10,4,overnight_b010_j4,5004,1.0598037242889404,1.8334459066390991,0.33323144912719727,False
11,1,overnight_b011_j1,5101,15.405515670776367,15.405515670776367,0.4562385678291321,False
11,2,overnight_b011_j2,5102,1.490260124206543,1.490260124206543,0.4048837721347809,False
11,3,overnight_b011_j3,5103,38.52311706542969,151.42404174804688,0.4494567811489105,False
11,4,overnight_b011_j4,5104,4.697937965393066,50.491615295410156,0.32262876629829407,False
12,1,overnight_b012_j1,5201,1.1341363191604614,21.2163028717041,0.43335360288619995,False
12,2,overnight_b012_j2,5202,1.6421277523040771,9.331262588500977,0.5083649754524231,False
12,3,overnight_b012_j3,5203,46.704288482666016,48.555484771728516,0.3517080843448639,False
12,4,overnight_b012_j4,5204,7.251834392547607,12.64098834991455,0.37993156909942627,False
13,1,overnight_b013_j1,5301,18.9678897857666,162.96688842773438,0.4872337877750397,False
13,2,overnight_b013_j2,5302,0.824446439743042,0.824446439743042,0.47102516889572144,False
13,3,overnight_b013_j3,5303,10.10178279876709,97.05770111083984,0.4003686010837555,False
13,4,overnight_b013_j4,5304,17.203628540039062,78.71602630615234,0.34888944029808044,False
14,1,overnight_b014_j1,5401,1.7189491987228394,7.5520453453063965,0.3517841100692749,False
14,2,overnight_b014_j2,5402,14.051706314086914,32.30961227416992,0.4173995852470398,False
14,3,overnight_b014_j3,5403,47.977134704589844,256.9107360839844,0.29721829295158386,False
14,4,overnight_b014_j4,5404,11.500043869018555,12.414568901062012,0.3442332446575165,False
15,1,overnight_b015_j1,5501,5.277575492858887,23.733993530273438,0.4682767391204834,False
15,2,overnight_b015_j2,5502,13.329127311706543,22.13743019104004,0.35954028367996216,False
15,3,overnight_b015_j3,5503,83.4678955078125,154.57260131835938,0.3541102409362793,False
15,4,overnight_b015_j4,5504,22.38454246520996,15.579861640930176,0.3370077908039093,False
16,1,overnight_b016_j1,5601,1.0709137916564941,4.570259094238281,0.40684160590171814,False
16,2,overnight_b016_j2,5602,6.1371941566467285,36.25354766845703,0.6300578713417053,False
16,3,overnight_b016_j3,5603,59.536930084228516,77.10336303710938,0.40497973561286926,False
16,4,overnight_b016_j4,5604,1.7807601690292358,195.16143798828125,0.3744625747203827,False
17,1,overnight_b017_j1,5701,21.2706298828125,34.790992736816406,0.35922425985336304,False
17,2,overnight_b017_j2,5702,6.735217094421387,193.60675048828125,0.3351796269416809,False
17,3,overnight_b017_j3,5703,6.831883430480957,4.8267083168029785,0.3459436297416687,False
17,4,overnight_b017_j4,5704,3.3329927921295166,99.1776123046875,0.37994495034217834,False
18,1,overnight_b018_j1,5801,6.89793586730957,53.35990524291992,0.4130232334136963,False
18,2,overnight_b018_j2,5802,41.88679885864258,376.9445495605469,0.39967674016952515,False
18,3,overnight_b018_j3,5803,19.721040725708008,49.502079010009766,0.33972132205963135,False
18,4,overnight_b018_j4,5804,4.427900314331055,2.4515280723571777,0.3933145999908447,False
19,1,overnight_b019_j1,5901,9.429991722106934,22.2653865814209,0.5115062594413757,False
19,2,overnight_b019_j2,5902,8.810301780700684,75.79566955566406,0.46180593967437744,False
19,3,overnight_b019_j3,5903,37.95539474487305,35.98568344116211,0.3538210988044739,False
19,4,overnight_b019_j4,5904,12.143129348754883,12.782838821411133,0.4792172610759735,False
20,1,overnight_b020_j1,6001,22.866159439086914,35.15913391113281,0.4069400429725647,False
20,2,overnight_b020_j2,6002,0.7174953818321228,6.622185707092285,0.37975794076919556,False
20,3,overnight_b020_j3,6003,14.559791564941406,1.9881802797317505,0.3396293520927429,False
20,4,overnight_b020_j4,6004,6.994136333465576,15.462618827819824,0.4298604428768158,False
21,1,overnight_b021_j1,6101,19.498069763183594,8.961796760559082,0.3620869815349579,False
21,2,overnight_b021_j2,6102,2.5417401790618896,69.86197662353516,0.3744875490665436,False
21,3,overnight_b021_j3,6103,5.239864349365234,50.92021560668945,0.310817152261734,False
21,4,overnight_b021_j4,6104,8.14477825164795,19.044458389282227,0.34996917843818665,False
22,1,overnight_b022_j1,6201,19.999042510986328,87.69241333007812,0.3664950132369995,False
22,2,overnight_b022_j2,6202,6.321483612060547,27.865524291992188,0.49635204672813416,False
22,3,overnight_b022_j3,6203,1.4970083236694336,18.297054290771484,0.36624932289123535,False
22,4,overnight_b022_j4,6204,6.229136943817139,37.91555404663086,0.31064608693122864,False
23,1,overnight_b023_j1,6301,9.591489791870117,209.76524353027344,0.43878865242004395,False
23,2,overnight_b023_j2,6302,7.9312968254089355,16.42616081237793,0.5888350605964661,False
23,3,overnight_b023_j3,6303,54.98160934448242,268.6844482421875,0.3220474421977997,False
23,4,overnight_b023_j4,6304,4.928676128387451,75.34696197509766,0.3989286720752716,False
24,1,overnight_b024_j1,6401,2.0802037715911865,27.06074333190918,0.3922841250896454,False
24,2,overnight_b024_j2,6402,0.930527925491333,7.566823959350586,0.38870134949684143,False
24,3,overnight_b024_j3,6403,0.8498290777206421,42.94606018066406,0.3682897984981537,False
